Date,Year,Month,Quarter,Season,Salesperson,SaleType,Region,Product_Line,Performance_Level,Incident_Impact_Category,Incident_Type,Economic_Index,Marketing_Budget,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Profit_Margin,Incident_Impact,Incident_Description,Price,Salesperson_Skill,Product_Tier,Employee_ID,Office_Temperature,Random_Factor,SaleType_Numeric,Region_Numeric
2020-03-01,2020,3,1,Spring,Charlie,Subscription,East,Standard,Low,Negative,pandemic_impact,116.05,61682.93,196.58,526.7,57447.41,7.31,49.89,2.75,0.17,-0.35,Pandemic Impact (-35%),109.07,3,2,9112,72.9,-0.38,0,1
2018-06-01,2018,6,2,Summer,Alice,Subscription,West,Standard,Low,Neutral,none,104.56,74004.7,167.52,564.83,107492.95,6.12,34.74,3.16,0.3,0.0,,190.31,1,2,8892,71.45,0.48,0,4
2016-08-01,2016,8,3,Summer,Alice,Buyout,North,Standard,Medium,Positive,enterprise_sales_push,93.5,59503.47,164.11,684.22,1217699.25,6.72,32.98,3.59,0.45,0.22,Enterprise Sales Push (+22%),1779.7,1,2,8704,68.0,-0.85,1,2
2021-03-01,2021,3,1,Spring,Eve,Subscription,North,Standard,High,Positive,north_region_investment,113.64,64820.23,183.31,1075.12,78988.82,7.69,55.56,3.41,0.43,0.2,North Region Investment (+20%),73.47,5,2,8940,68.0,-0.35,0,2
2018-04-01,2018,4,2,Spring,Bob,Subscription,North,Premium,Medium,Neutral,none,110.75,60914.55,167.92,675.53,79327.2,7.26,34.61,2.84,0.45,0.0,,117.43,2,3,6671,68.87,-1.84,0,2
2016-02-01,2016,2,1,Winter,Alice,Subscription,East,Standard,Low,Neutral,none,105.1,47425.9,145.9,517.9,70646.46,7.04,32.78,2.8,0.28,0.0,,136.41,1,2,8123,68.15,-0.87,0,1
2022-01-01,2022,1,1,Winter,David,Subscription,South,Standard,High,Positive,new_product_launch,110.05,59437.94,175.62,957.22,109477.13,7.46,50.5,3.43,0.38,0.15,New Product Launch (+15%),114.37,4,2,5274,70.55,0.63,0,3
2020-02-01,2020,2,1,Winter,David,Buyout,East,Standard,Medium,Neutral,enterprise_budget_cuts,111.5,64799.92,191.07,799.13,1364490.9,7.28,42.63,2.87,0.31,-0.06,Enterprise Budget Cuts (-20%),1707.47,4,2,1854,69.74,0.58,1,1
2023-01-01,2023,1,1,Winter,Bob,Buyout,East,Standard,Low,Neutral,none,112.79,53031.64,134.04,580.37,728040.01,6.1,46.36,2.9,0.33,0.0,,1254.45,2,2,6890,75.32,0.7,1,1
2024-01-01,2024,1,1,Winter,Charlie,Subscription,South,Standard,Medium,Neutral,partnership_deal,116.98,66035.35,189.41,860.98,99658.52,7.48,58.99,3.75,0.3,0.05,Partnership Deal (+18%),115.75,3,2,9678,73.59,-3.04,0,3
2018-12-01,2018,12,4,Winter,Charlie,Subscription,West,Premium,Medium,Negative,economic_downturn,106.05,52842.98,166.28,603.82,44097.17,9.63,43.96,3.53,0.34,-0.2,Economic Downturn (-20%),73.03,3,3,9907,73.93,0.08,0,4
2022-11-01,2022,11,4,Fall,David,Buyout,North,Premium,Medium,Neutral,none,105.89,49083.65,175.41,822.66,1569708.1,8.48,51.92,3.84,0.45,0.0,,1908.08,4,3,1589,68.0,1.06,1,2
2020-10-01,2020,10,4,Fall,David,Buyout,West,Premium,Medium,Negative,pandemic_impact,101.76,54445.9,196.33,796.29,1241881.77,9.91,54.72,4.58,0.34,-0.1,Pandemic Impact (-35%),1559.59,4,3,2478,72.1,0.73,1,4
2017-09-01,2017,9,3,Fall,Charlie,Subscription,North,Basic,Low,Negative,competitor_launch,99.51,48580.07,175.34,588.02,96035.11,6.37,43.88,3.26,0.19,-0.15,Competitor Launch (-15%),163.32,3,1,6976,68.0,-0.08,0,2
2022-10-01,2022,10,4,Fall,Eve,Subscription,East,Basic,High,Neutral,none,104.45,62043.08,194.86,969.88,107986.58,6.96,52.5,3.94,0.21,0.0,,111.34,5,1,2521,73.78,0.66,0,1
2020-09-01,2020,9,3,Fall,Eve,Buyout,North,Basic,Medium,Negative,pandemic_impact,100.34,58275.38,179.87,791.74,1359627.15,7.29,53.62,3.99,0.22,-0.1,Pandemic Impact (-35%),1717.27,5,1,4718,69.8,-1.01,1,2
2023-02-01,2023,2,1,Winter,Eve,Subscription,East,Basic,High,Neutral,none,113.97,63143.85,220.45,1000.0,169130.0,6.96,55.16,3.72,0.29,0.0,,169.13,5,1,2172,68.02,0.98,0,1
2021-08-01,2021,8,3,Summer,Alice,Subscription,West,Standard,Low,Negative,supply_shortage,105.37,66019.51,142.71,471.98,71533.32,7.87,48.63,3.76,0.2,-0.11,Supply Shortage (-18%),151.56,1,2,7871,70.7,-0.25,0,4
2021-07-01,2021,7,3,Summer,Alice,Buyout,East,Standard,Low,Negative,supply_shortage,107.12,75684.73,179.99,506.89,683304.29,5.04,52.35,3.73,0.21,-0.14,Supply Shortage (-18%),1348.02,1,2,4339,70.08,-0.84,1,1
2024-07-01,2024,7,3,Summer,Charlie,Buyout,West,Standard,Medium,Neutral,none,109.63,79731.8,169.82,721.43,909964.38,7.09,55.03,4.02,0.35,0.0,,1261.34,3,2,3391,74.2,-0.04,1,4
2016-03-01,2016,3,1,Spring,Charlie,Subscription,South,Premium,Medium,Negative,product_recall,106.51,54456.67,187.33,611.21,43945.65,9.11,32.99,3.07,0.22,-0.25,Product Recall (-25%),71.9,3,3,6286,70.36,-0.63,0,3
2021-12-01,2021,12,4,Winter,Bob,Buyout,South,Standard,Medium,Neutral,buyout_premium_tier,112.05,55213.96,179.33,765.17,930643.68,6.7,44.82,3.32,0.39,0.06,Buyout Premium Tier (+16%),1216.26,2,2,5778,72.07,-1.18,1,3
2022-03-01,2022,3,1,Spring,Alice,Subscription,South,Basic,Low,Neutral,new_product_launch,113.55,69572.83,136.97,517.72,78543.57,7.36,47.59,2.43,0.28,0.08,New Product Launch (+15%),151.71,1,1,2920,69.25,-0.22,0,3
2023-09-01,2023,9,3,Fall,Eve,Subscription,East,Standard,High,Positive,partnership_deal,103.1,65309.44,208.99,1149.45,129393.37,8.18,48.21,3.96,0.42,0.15,Partnership Deal (+18%),112.57,5,2,1475,70.41,0.28,0,1
2018-02-01,2018,2,1,Winter,Eve,Subscription,South,Standard,High,Neutral,competitor_launch,109.74,61451.93,204.66,949.54,118264.77,7.65,46.61,3.72,0.31,-0.04,Competitor Launch (-15%),124.55,5,2,3561,68.97,0.8,0,3
2020-01-01,2020,1,1,Winter,David,Buyout,North,Standard,Medium,Neutral,enterprise_budget_cuts,109.78,47121.61,188.24,789.89,923226.85,7.77,47.13,3.67,0.31,-0.1,Enterprise Budget Cuts (-20%),1168.8,4,2,1428,70.88,0.46,1,2
2024-01-01,2024,1,1,Winter,Eve,Buyout,West,Standard,High,Neutral,partnership_deal,114.58,53626.14,198.38,1042.71,1901988.18,7.65,72.49,3.12,0.44,0.05,Partnership Deal (+18%),1824.09,5,2,9924,73.56,2.4,1,4
2017-05-01,2017,5,2,Spring,Bob,Subscription,West,Standard,Low,Neutral,none,106.8,54977.68,149.55,581.06,76537.76,5.64,37.78,3.32,0.35,0.0,,131.72,2,2,2687,72.98,0.27,0,4
2020-02-01,2020,2,1,Winter,Charlie,Buyout,North,Basic,Medium,Neutral,enterprise_budget_cuts,113.51,47303.77,164.58,592.99,853374.07,7.36,41.32,3.32,0.26,-0.06,Enterprise Budget Cuts (-20%),1439.1,3,1,9342,75.95,1.58,1,2
2023-02-01,2023,2,1,Winter,Eve,Subscription,East,Standard,High,Neutral,none,111.91,66748.56,228.37,1000.0,101110.0,7.21,61.82,3.39,0.36,0.0,,101.11,5,2,1163,68.0,0.24,0,1
2023-05-01,2023,5,2,Spring,Alice,Subscription,East,Basic,Low,Neutral,none,113.19,80056.05,157.43,538.79,62478.52,5.32,45.05,3.22,0.17,0.0,,115.96,1,1,5487,71.6,0.69,0,1
2018-11-01,2018,11,4,Fall,Eve,Buyout,West,Standard,High,Neutral,none,106.64,54705.63,198.61,934.68,1232483.75,8.14,44.91,3.12,0.38,0.0,,1318.61,5,2,3348,70.3,0.04,1,4
2018-05-01,2018,5,2,Spring,Bob,Subscription,South,Basic,Medium,Neutral,none,108.17,61010.42,186.08,668.06,119015.44,6.82,39.81,2.93,0.24,0.0,,178.15,2,1,9497,72.26,0.39,0,3
2018-09-01,2018,9,3,Fall,Eve,Subscription,East,Standard,Medium,Neutral,subscription_price_increase,100.85,59897.75,183.06,851.75,80890.76,8.7,46.04,4.33,0.35,-0.04,Subscription Price Increase (-12%),94.97,5,2,2712,72.34,0.58,0,1
2015-10-01,2015,10,4,Fall,Alice,Buyout,East,Standard,Low,Neutral,none,98.02,44887.25,124.66,498.72,923173.97,6.89,25.36,3.52,0.24,0.0,,1851.1,1,2,2170,69.27,1.01,1,1
2021-07-01,2021,7,3,Summer,Alice,Subscription,North,Standard,Low,Neutral,supply_shortage,106.53,72800.01,149.25,486.18,72421.26,7.66,45.89,3.47,0.27,-0.08,Supply Shortage (-18%),148.96,1,2,8253,72.85,-1.65,0,2
2016-10-01,2016,10,4,Fall,Eve,Subscription,North,Basic,High,Neutral,none,98.76,49880.76,195.83,943.76,143621.8,7.23,38.25,3.14,0.26,0.0,,152.18,5,1,9375,71.57,-0.27,0,2
2018-11-01,2018,11,4,Fall,David,Subscription,South,Basic,Medium,Neutral,none,103.44,44245.56,156.28,710.47,100723.64,7.56,50.51,3.44,0.24,0.0,,141.77,4,1,4257,76.04,-0.98,0,3
2018-10-01,2018,10,4,Fall,Charlie,Subscription,East,Premium,Medium,Neutral,none,101.25,64185.84,179.32,700.48,59940.07,8.44,32.44,3.39,0.32,0.0,,85.57,3,3,7123,68.0,-2.07,0,1
2017-11-01,2017,11,4,Fall,Eve,Subscription,East,Premium,High,Neutral,competitor_launch,99.86,51970.34,212.15,900.1,148192.23,7.24,38.22,3.36,0.35,-0.1,Competitor Launch (-15%),164.64,5,3,1961,70.24,0.56,0,1
2021-08-01,2021,8,3,Summer,Charlie,Buyout,North,Basic,Medium,Neutral,supply_shortage,105.01,65344.27,181.51,667.9,992396.21,7.17,35.21,3.8,0.3,-0.05,Supply Shortage (-18%),1485.85,3,1,9413,75.91,-0.27,1,2
2023-04-01,2023,4,2,Spring,Alice,Buyout,East,Standard,Low,Neutral,enterprise_compliance_issue,115.15,68576.99,153.19,531.57,840477.24,6.94,61.46,3.58,0.23,-0.09,Enterprise Compliance Issue (-14%),1581.12,1,2,3182,72.6,-0.59,1,1
2023-07-01,2023,7,3,Summer,Eve,Buyout,West,Standard,High,Neutral,none,109.53,76125.86,212.78,983.06,1329517.35,7.52,49.53,3.15,0.4,0.0,,1352.43,5,2,6314,69.23,0.18,1,4
2018-09-01,2018,9,3,Fall,Alice,Buyout,North,Standard,Low,Neutral,none,97.16,56343.9,154.05,520.09,527271.69,7.15,40.2,3.92,0.29,0.0,,1013.81,1,2,5679,71.81,0.71,1,2
2020-11-01,2020,11,4,Fall,Charlie,Subscription,South,Premium,Medium,Positive,subscription_feature_launch,103.42,57351.57,182.67,848.59,165448.98,10.0,50.61,3.43,0.45,0.1,Subscription Feature Launch (+14%),194.97,3,3,9251,68.0,0.57,0,3
2023-06-01,2023,6,2,Summer,David,Buyout,North,Basic,High,Neutral,none,111.44,72443.47,222.24,943.47,1876099.7,5.28,50.34,4.16,0.29,0.0,,1988.51,4,1,4762,73.89,-0.58,1,2
2019-07-01,2019,7,3,Summer,Charlie,Buyout,East,Basic,Medium,Neutral,viral_marketing,101.61,68410.21,190.68,815.84,1449717.1,6.7,48.18,4.43,0.29,0.07,Viral Marketing (+20%),1776.96,3,1,3059,69.4,0.13,1,1
2016-04-01,2016,4,2,Spring,Charlie,Buyout,South,Standard,Medium,Negative,product_recall,104.82,50318.94,200.76,685.06,1095943.36,7.85,35.36,2.26,0.26,-0.17,Product Recall (-25%),1599.78,3,2,5323,72.1,0.88,1,3
2017-12-01,2017,12,4,Winter,Charlie,Subscription,North,Standard,Medium,Neutral,competitor_launch,102.67,46716.22,174.2,672.93,108826.13,6.41,33.39,3.24,0.25,-0.08,Competitor Launch (-15%),161.72,3,2,9399,72.48,-1.95,0,2
2017-10-01,2017,10,4,Fall,Charlie,Buyout,West,Basic,Low,Negative,competitor_launch,99.47,48357.36,157.18,570.18,809862.09,7.21,32.59,3.29,0.18,-0.13,Competitor Launch (-15%),1420.36,3,1,8872,71.12,-0.94,1,4
2021-11-01,2021,11,4,Fall,David,Subscription,West,Premium,High,Neutral,none,108.4,64702.85,226.09,1000.0,150960.0,8.14,55.35,3.91,0.35,0.0,,150.96,4,3,8264,68.0,-0.09,0,4
2020-03-01,2020,3,1,Spring,Bob,Buyout,North,Basic,Low,Negative,pandemic_impact,111.57,54584.47,161.8,399.49,438399.62,5.13,33.2,2.36,0.09,-0.35,Pandemic Impact (-35%),1097.39,2,1,9836,71.05,-1.5,1,2
2015-03-01,2015,3,1,Spring,Bob,Buyout,West,Standard,Medium,Neutral,none,107.67,58387.08,150.89,614.32,903827.21,6.8,34.25,2.56,0.28,0.0,,1471.26,2,2,3293,68.0,-1.04,1,4
2021-03-01,2021,3,1,Spring,Charlie,Buyout,West,Standard,Medium,Neutral,none,115.88,56656.29,210.18,823.37,969291.32,8.68,47.85,2.97,0.4,0.0,,1177.23,3,2,1614,76.69,1.3,1,4
2020-03-01,2020,3,1,Spring,Bob,Subscription,West,Basic,Low,Negative,pandemic_impact,113.51,56065.59,153.86,388.92,42563.29,5.15,51.49,3.85,0.05,-0.35,Pandemic Impact (-35%),109.44,2,1,5618,71.06,0.22,0,4
2018-03-01,2018,3,1,Spring,Charlie,Subscription,South,Standard,Medium,Neutral,none,109.81,49575.99,158.07,644.72,110383.36,7.26,39.06,3.74,0.25,0.0,,171.21,3,2,7230,69.28,-0.03,0,3
2021-11-01,2021,11,4,Fall,Charlie,Subscription,West,Standard,Medium,Neutral,none,107.14,56019.16,166.54,683.37,113917.77,7.4,49.91,3.64,0.23,0.0,,166.7,3,2,2692,68.0,-0.98,0,4
2019-01-01,2019,1,1,Winter,Charlie,Buyout,West,Standard,Medium,Negative,economic_downturn,110.87,45646.07,168.99,607.81,733424.12,7.39,47.71,2.79,0.3,-0.15,Economic Downturn (-20%),1206.66,3,2,1068,73.77,-0.42,1,4
2019-01-01,2019,1,1,Winter,Eve,Subscription,West,Standard,Medium,Negative,economic_downturn,110.95,44787.52,199.79,836.57,55682.03,7.4,49.22,2.91,0.32,-0.15,Economic Downturn (-20%),66.56,5,2,2790,73.27,-1.36,0,4
2018-06-01,2018,6,2,Summer,David,Subscription,South,Standard,Medium,Neutral,none,107.17,68447.82,155.03,729.07,90849.14,7.91,46.16,3.32,0.29,0.0,,124.61,4,2,1862,71.42,-0.29,0,3
2019-01-01,2019,1,1,Winter,David,Subscription,North,Basic,Medium,Negative,economic_downturn,108.58,53315.15,196.55,714.29,77807.96,6.94,49.19,2.69,0.22,-0.15,Economic Downturn (-20%),108.93,4,1,3582,71.8,-1.78,0,2
2023-04-01,2023,4,2,Spring,Bob,Subscription,East,Basic,Medium,Neutral,none,117.44,74687.26,171.43,681.89,75048.29,7.1,54.13,3.75,0.23,0.0,,110.06,2,1,3175,69.5,1.31,0,1
2017-01-01,2017,1,1,Winter,Bob,Buyout,West,Standard,Low,Neutral,none,108.19,46166.07,150.74,576.01,1059160.82,8.02,30.88,2.97,0.34,0.0,,1838.8,2,2,5160,69.63,-0.9,1,4
2020-10-01,2020,10,4,Fall,David,Subscription,North,Standard,High,Neutral,subscription_feature_launch,101.92,64529.04,217.35,975.96,171329.9,7.77,52.16,3.9,0.4,0.04,Subscription Feature Launch (+14%),175.55,4,2,3158,75.64,-1.03,0,2
2016-06-01,2016,6,2,Summer,David,Buyout,West,Premium,Medium,Neutral,none,100.86,62901.81,193.52,852.98,1651985.05,8.38,43.07,3.26,0.37,0.0,,1936.73,4,3,3811,70.84,-0.11,1,4
2019-06-01,2019,6,2,Summer,Alice,Subscription,South,Premium,Medium,Positive,viral_marketing,106.03,73234.87,175.3,661.78,46788.17,6.39,35.79,3.95,0.43,0.13,Viral Marketing (+20%),70.7,1,3,4247,73.02,0.41,0,3
2023-08-01,2023,8,3,Summer,David,Subscription,North,Standard,High,Positive,partnership_deal,109.47,73608.42,198.16,1009.15,101631.71,7.73,55.81,4.31,0.37,0.18,Partnership Deal (+18%),100.71,4,2,7654,70.82,0.08,0,2
2020-06-01,2020,6,2,Summer,Bob,Buyout,South,Basic,Low,Negative,pandemic_impact,109.33,66376.69,184.56,535.93,1063934.13,7.28,37.03,3.62,0.15,-0.22,Pandemic Impact (-35%),1985.22,2,1,7516,71.43,0.7,1,3
2015-12-01,2015,12,4,Winter,David,Buyout,West,Standard,High,Neutral,none,99.54,42657.09,198.4,898.32,1040207.82,6.21,30.03,3.1,0.32,0.0,,1157.95,4,2,8892,78.0,-0.82,1,4
2015-10-01,2015,10,4,Fall,Alice,Buyout,West,Basic,Low,Neutral,none,92.65,40251.54,105.08,344.61,439479.04,5.76,26.59,2.47,0.3,0.0,,1275.3,1,1,1443,76.07,0.12,1,4
2022-11-01,2022,11,4,Fall,David,Subscription,South,Premium,Medium,Neutral,south_region_competition,108.49,56583.29,201.54,854.14,138490.74,9.3,60.08,3.92,0.28,-0.04,South Region Competition (-15%),162.14,4,3,2096,74.09,0.02,0,3
2017-02-01,2017,2,1,Winter,David,Subscription,East,Standard,High,Neutral,subscription_platform_upgrade,105.49,51625.71,204.51,997.84,99305.11,6.31,53.34,3.19,0.4,0.1,Subscription Platform Upgrade (+10%),99.52,4,2,4997,71.72,0.42,0,1
2023-03-01,2023,3,1,Spring,Bob,Subscription,South,Standard,Medium,Neutral,none,114.02,59096.94,174.79,671.73,113589.06,7.07,47.91,3.45,0.27,0.0,,169.1,2,2,2000,74.38,0.45,0,3
2021-05-01,2021,5,2,Spring,David,Subscription,West,Standard,Medium,Neutral,none,108.97,64407.19,181.37,829.21,121803.17,7.2,43.83,4.12,0.3,0.0,,146.89,4,2,6939,68.0,0.84,0,4
2020-01-01,2020,1,1,Winter,Eve,Buyout,South,Premium,Medium,Neutral,enterprise_budget_cuts,110.65,58017.59,179.13,790.47,1303296.89,9.66,50.45,2.76,0.37,-0.1,Enterprise Budget Cuts (-20%),1648.76,5,3,1874,71.78,1.96,1,3
2022-09-01,2022,9,3,Fall,David,Subscription,East,Basic,High,Neutral,none,108.22,62325.68,225.29,973.55,192470.97,7.0,43.45,3.7,0.19,0.0,,197.7,4,1,7436,69.75,-0.13,0,1
2015-02-01,2015,2,1,Winter,Bob,Buyout,South,Standard,Low,Neutral,none,104.41,42799.97,140.67,589.87,949067.71,7.95,29.78,2.49,0.43,0.0,,1608.95,2,2,1067,74.09,-1.12,1,3
2016-12-01,2016,12,4,Winter,Bob,Buyout,East,Basic,Medium,Neutral,award_recognition,101.92,43216.74,177.34,655.63,656998.44,6.76,31.37,3.1,0.37,0.06,Award Recognition (+12%),1002.08,2,1,3335,74.4,-0.52,1,1
2023-12-01,2023,12,4,Winter,David,Subscription,East,Standard,High,Neutral,partnership_deal,114.37,56944.79,191.41,918.2,140309.93,9.18,53.93,3.54,0.29,0.06,Partnership Deal (+18%),152.81,4,2,3805,75.47,-0.35,0,1
2020-02-01,2020,2,1,Winter,Alice,Subscription,South,Basic,Medium,Neutral,none,108.74,58836.19,187.76,629.29,119760.59,5.65,49.46,2.74,0.23,0.0,,190.31,1,1,5858,71.79,0.67,0,3
2020-08-01,2020,8,3,Summer,Bob,Buyout,South,Standard,Low,Negative,pandemic_impact,104.21,65586.44,167.7,534.28,563810.52,7.45,32.74,3.62,0.29,-0.13,Pandemic Impact (-35%),1055.28,2,2,7852,71.73,0.65,1,3
2024-04-01,2024,4,2,Spring,Eve,Subscription,North,Basic,High,Neutral,none,117.81,77554.4,187.93,921.72,154111.81,8.26,57.99,4.05,0.21,0.0,,167.2,5,1,8576,73.83,0.26,0,2
2024-10-01,2024,10,4,Fall,David,Buyout,West,Premium,Medium,Neutral,none,110.3,61551.11,189.27,841.85,1500420.43,9.4,56.55,4.46,0.4,0.0,,1782.28,4,3,7357,75.82,0.15,1,4
2016-08-01,2016,8,3,Summer,Eve,Buyout,East,Basic,High,Positive,enterprise_sales_push,96.2,57208.56,173.47,1026.94,1285363.72,7.27,42.23,3.08,0.44,0.22,Enterprise Sales Push (+22%),1251.64,5,1,3587,68.0,-0.31,1,1
2016-01-01,2016,1,1,Winter,Alice,Subscription,North,Basic,Medium,Neutral,none,102.36,49338.02,189.63,618.15,70271.39,4.64,35.82,2.8,0.25,0.0,,113.68,1,1,3636,71.52,-0.0,0,2
2018-04-01,2018,4,2,Spring,David,Buyout,South,Premium,High,Positive,buyout_discount_campaign,109.11,59983.49,197.43,1028.39,1772365.3,7.9,49.14,2.73,0.45,0.18,Buyout Discount Campaign (+18%),1723.43,4,3,9274,68.0,-1.25,1,3
2019-02-01,2019,2,1,Winter,David,Buyout,West,Premium,Medium,Neutral,economic_downturn,113.63,60302.29,199.91,845.7,1040963.45,9.41,45.71,2.64,0.43,-0.1,Economic Downturn (-20%),1230.89,4,3,9743,74.93,-0.09,1,4
2023-06-01,2023,6,2,Summer,Alice,Buyout,North,Standard,Medium,Neutral,none,113.72,78486.56,184.47,608.93,623457.6,6.27,38.0,3.97,0.31,0.0,,1023.85,1,2,8024,69.9,0.2,1,2
2024-10-01,2024,10,4,Fall,Bob,Buyout,East,Basic,Medium,Neutral,none,108.15,68303.31,164.24,606.47,1208943.28,6.92,45.68,3.65,0.23,0.0,,1993.42,2,1,4188,73.24,1.0,1,1
2020-05-01,2020,5,2,Spring,David,Buyout,North,Standard,Medium,Negative,pandemic_impact,107.32,70767.72,194.63,656.63,1177608.05,7.22,56.12,3.62,0.17,-0.26,Pandemic Impact (-35%),1793.4,4,2,2598,68.0,-1.52,1,2
2019-04-01,2019,4,2,Spring,Eve,Subscription,East,Standard,High,Neutral,none,106.97,64226.14,203.04,959.75,144547.33,7.72,41.36,3.87,0.27,0.0,,150.61,5,2,8744,71.74,0.35,0,1
2018-12-01,2018,12,4,Winter,Eve,Buyout,South,Premium,Medium,Negative,economic_downturn,107.13,49175.09,218.5,800.0,1565128.0,9.35,47.4,3.45,0.34,-0.2,Economic Downturn (-20%),1956.41,5,3,8293,70.43,1.78,1,3
2016-09-01,2016,9,3,Fall,Bob,Buyout,West,Premium,Medium,Positive,enterprise_sales_push,94.59,56985.95,148.23,705.04,1262789.72,8.18,32.49,3.65,0.43,0.15,Enterprise Sales Push (+22%),1791.1,2,3,1296,69.68,0.25,1,4
2022-03-01,2022,3,1,Spring,Eve,Buyout,West,Basic,High,Neutral,new_product_launch,114.85,68150.28,193.59,944.91,1568560.54,9.0,55.87,3.64,0.25,0.08,New Product Launch (+15%),1660.01,5,1,9148,74.89,-0.17,1,4
2021-11-01,2021,11,4,Fall,Bob,Subscription,West,Premium,Medium,Neutral,none,109.14,57560.88,160.6,674.75,95591.29,8.53,44.48,3.55,0.36,0.0,,141.67,2,3,7418,69.3,0.67,0,4
2020-01-01,2020,1,1,Winter,Bob,Buyout,South,Standard,Low,Neutral,enterprise_budget_cuts,106.77,50851.76,150.58,493.48,921555.04,7.42,43.14,3.5,0.27,-0.1,Enterprise Budget Cuts (-20%),1867.48,2,2,1760,75.57,0.03,1,3
2015-05-01,2015,5,2,Spring,Eve,Buyout,East,Basic,Medium,Neutral,none,105.48,67611.59,182.21,854.05,891197.21,7.32,39.0,2.97,0.25,0.0,,1043.49,5,1,4795,76.71,-1.12,1,1
2021-03-01,2021,3,1,Spring,Charlie,Buyout,South,Standard,Medium,Neutral,none,113.49,67900.23,143.75,628.95,1198181.47,7.91,42.63,3.05,0.42,0.0,,1905.06,3,2,9809,70.43,-0.07,1,3
2017-04-01,2017,4,2,Spring,David,Buyout,West,Standard,Medium,Neutral,none,105.03,60395.13,160.91,752.76,1208983.05,6.81,27.91,1.93,0.36,0.0,,1606.07,4,2,8010,77.08,0.7,1,4
2023-05-01,2023,5,2,Spring,Charlie,Subscription,South,Premium,Medium,Neutral,none,114.01,76848.05,207.96,882.52,123085.49,6.89,49.32,3.23,0.37,0.0,,139.47,3,3,2270,74.75,-2.15,0,3
2015-11-01,2015,11,4,Fall,David,Subscription,South,Standard,Medium,Neutral,none,96.05,45440.25,176.23,792.94,88175.05,8.32,29.83,2.77,0.29,0.0,,111.2,4,2,5821,78.0,-0.39,0,3
2024-03-01,2024,3,1,Spring,David,Subscription,South,Premium,High,Neutral,none,119.38,68845.31,207.61,945.04,57071.06,8.75,50.83,3.8,0.42,0.0,,60.39,4,3,8209,77.4,-1.27,0,3
2019-11-01,2019,11,4,Fall,Eve,Subscription,East,Basic,Medium,Neutral,none,102.2,40866.12,173.96,871.85,143715.62,6.3,47.95,2.96,0.31,0.0,,164.84,5,1,6933,72.58,-0.06,0,1
2020-06-01,2020,6,2,Summer,Alice,Subscription,North,Standard,Low,Negative,pandemic_impact,103.68,71097.34,165.4,459.79,70647.04,7.43,54.32,4.25,0.1,-0.22,Pandemic Impact (-35%),153.65,1,2,6114,75.19,0.58,0,2
2019-10-01,2019,10,4,Fall,Bob,Buyout,North,Standard,Medium,Neutral,none,101.23,59195.77,191.55,742.92,1187310.71,6.87,30.53,4.31,0.35,0.0,,1598.16,2,2,1237,71.31,-0.2,1,2
2016-07-01,2016,7,3,Summer,Alice,Buyout,South,Standard,Medium,Neutral,none,96.29,67874.18,187.59,615.82,1091622.51,6.2,26.79,3.67,0.34,0.0,,1772.64,1,2,1339,76.04,-0.51,1,3
2017-01-01,2017,1,1,Winter,Bob,Subscription,North,Premium,Medium,Neutral,none,105.91,45985.0,170.92,612.0,80637.62,7.62,37.4,2.85,0.35,0.0,,131.76,2,3,5377,68.56,-0.77,0,2
2024-08-01,2024,8,3,Summer,Eve,Subscription,North,Basic,High,Neutral,none,106.8,74577.06,212.7,1000.0,186650.0,7.81,56.73,3.33,0.25,0.0,,186.65,5,1,3974,70.7,-0.77,0,2
2024-05-01,2024,5,2,Spring,David,Buyout,South,Standard,High,Neutral,none,115.02,82262.7,213.58,965.25,1430585.64,7.86,59.57,4.08,0.29,0.0,,1482.09,4,2,2091,69.93,0.62,1,3
2023-02-01,2023,2,1,Winter,David,Subscription,South,Standard,Medium,Neutral,none,116.7,63017.31,195.97,891.82,177401.13,7.75,53.6,3.24,0.3,0.0,,198.92,4,2,2957,70.89,0.55,0,3
2018-05-01,2018,5,2,Spring,Bob,Subscription,West,Premium,Medium,Neutral,none,106.58,68557.3,172.34,661.19,118775.63,8.08,45.81,3.47,0.33,0.0,,179.64,2,3,2402,71.01,1.69,0,4
2023-11-01,2023,11,4,Fall,Alice,Subscription,North,Standard,Low,Neutral,partnership_deal,110.0,58912.91,151.06,570.38,112662.02,6.23,50.26,4.19,0.29,0.09,Partnership Deal (+18%),197.52,1,2,1314,72.0,0.48,0,2
2015-08-01,2015,8,3,Summer,Alice,Buyout,East,Premium,Medium,Neutral,none,97.03,59462.93,174.41,594.06,901422.31,7.95,36.27,3.08,0.43,0.0,,1517.38,1,3,3853,73.97,0.99,1,1
2019-06-01,2019,6,2,Summer,Alice,Buyout,South,Standard,Low,Positive,viral_marketing,103.68,72351.73,148.45,589.67,882778.66,6.82,44.88,2.91,0.45,0.13,Viral Marketing (+20%),1497.07,1,2,3653,72.38,-1.08,1,3
2023-05-01,2023,5,2,Spring,Charlie,Buyout,West,Standard,Medium,Neutral,enterprise_compliance_issue,114.37,81585.63,217.58,821.77,1619163.07,8.78,46.47,3.72,0.32,-0.05,Enterprise Compliance Issue (-14%),1970.34,3,2,1072,73.37,-0.25,1,4
